label,text
ham,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.
ham,Mum ask �_ to buy food home...
ham,"It���s reassuring, in this crazy world."
ham,Id onluy matters when getting on from offcampus
spam,You are a winner you have been specially selected to receive �1000 cash or a �2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p
ham,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me"
ham,Have your lunch and come quickly and open the door:)
ham,You are right. Meanwhile how's project twins comin up
ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?"
ham,You call him and tell now infront of them. Call him now.
ham,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.
spam,YOU ARE CHOSEN TO RECEIVE A �350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
ham,Would me smoking you out help us work through this difficult time
ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.
ham,Well obviously not because all the people in my cool college life went home ;_;
ham,Nobody names their penis a girls name this story doesn't add up at all
ham,"Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer... "
ham,"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love"
ham,Leave it de:-). Start Prepare for next:-)..
ham,Sen told that he is going to join his uncle finance in cbe
ham,Guai... �� shd haf seen him when he's naughty... �� so free today? Can go jogging...
spam,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2
ham,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs
ham,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt"""
ham,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju)
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!
ham,"Cool, I'll text you in a few"
spam,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 
ham,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know."
ham,"It'll be tough, but I'll do what I have to"
ham,Hey are we going for the lo lesson or gym? 
ham,Should I have picked up a receipt or something earlier
ham,S but mostly not like that.
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it."
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth �33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk
ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
ham,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?
ham,What u talking bout early morning? It's almost noon where your at!
spam,URGENT! Your Mobile number has been awarded with a �2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or �1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR"
spam,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only �1.50/wk."""
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
ham,Thought praps you meant another one. Goodo! I'll look tomorrow 
ham,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\""."""
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN �100 Cash WKENT/150P16+
ham,Oh ho. Is this the first time u use these type of words
ham,Pls accept me for one day. Or am begging you change the number.
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas"
ham,"Miss ya, need ya, want ya, love ya."
ham,&lt;#&gt;  w jetton ave if you forgot
ham,Thanks. Fills me with complete calm and reassurance! 
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a �1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm 
spam,U�۪ve Bin Awarded �50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min �50-�500. OptOut 08718727870
ham,Did u find out what time the bus is at coz i need to sort some stuff out.
ham,"Sorry, I'll call later"
ham,Sday only joined.so training we started today:)
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
ham,The new deus ex game comin early next yr
ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!"
ham,Man this bus is so so so slow. I think you're gonna get there before me
ham,Check with nuerologist.
ham,"Lol you forgot it eh ? Yes, I'll bring it in babe"
ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.
spam,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p 
ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
ham,No:-)i got rumour that you going to buy apartment in chennai:-)
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
ham,Mm feeling sleepy. today itself i shall get that dear
ham,K I'll be there before 4.
ham,Carlos says we can pick up from him later so yeah we're set
ham,Left dessert. U wan me 2 go suntec look 4 u?
ham,Have you laid your airtel line to rest?
ham,Or remind me in a few hrs.
spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468
ham,I sent you  &lt;#&gt;  bucks
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham,Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...
ham,Still chance there. If you search hard you will get it..let have a try :)
ham,We will meet soon princess! Ttyl!
ham,That was random saw my old roomate on campus. He graduated
ham,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? 
ham,1 in cbe. 2 in chennai.
ham,Hey gals.. Anyone of u going down to e driving centre tmr?
ham,And whenever you and i see we can still hook up too.
ham,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch
ham,U come n search tat vid..not finishd..
ham,U GOIN OUT 2NITE?
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..
ham,Ok lar i double check wif da hair dresser already he said wun cut v short. He said will cut until i look nice.
ham,Like a personal sized or what
ham,Is there any training tomorrow?
ham,Dunno leh cant remember mayb lor. So wat time r we meeting tmr?
ham,"Sorry,in meeting I'll call later"
ham,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..
ham,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So"
ham,I love to cuddle! I want to hold you in my strong arms right now...
ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
ham,Where can download clear movies. Dvd copies.
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565
ham,Just sleeping..and surfing
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
ham,Wot u up 2 u weirdo?
ham,"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?"
ham,"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your"""
ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too"
ham,I am on the way to tirupur.
ham,Change again... It's e one next to escalator...
ham,"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt; "
spam,"WELL DONE! Your 4* Costa Del Sol Holiday or �5000 await collection. Call 09050090044 Now toClaim. SAE, TCs, POBox334, Stockport, SK38xh, Cost�1.50/pm, Max10mins"
ham,New car and house for my parents.:)i have only new job in hand:)
ham,I dont know why she.s not getting your messages
ham,Host-based IDPS for linux systems.
ham,"Yeah that's what I thought, lemme know if anything's goin on later"
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
ham,Thanks for sending this mental ability question..
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18
ham,Don know. I did't msg him recently.
ham,"Until 545 lor... Ya, can go 4 dinner together..."
ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.
ham,"Aight I'll grab something to eat too, text me when you're back at mu"
ham,I tagged MY friends that you seemed to count as YOUR friends.
spam,Thanks for your subscription to Ringtone UK your mobile will be charged �5/month Please confirm by replying YES or NO. If you reply NO you will not be charged
spam,You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!
ham,Thanks for picking up the trash.
ham,Fuck babe ... What happened to you ? How come you never came back?
